Ta_med;Ta_max;Ta_min;UR_med;UR_max;UR_min;RG;V;P;ET0
29.615;36.86;22.37;63.62;94;33.24;19.6284834;2.13470227;0;5.761119057
28.02;34.06;21.98;69.45;96.1;42.8;14.3468784;2.16325092;3.4;4.446876218
26.495;32.52;20.47;72.055;96.2;47.91;13.58253;1.650296147;17.9;3.765690109
23.825;27.01;20.64;85.18;97.3;73.06;6.6302496;0.805808666;23.5;1.746597866
26.93;31.49;22.37;73.985;97.1;50.87;13.1992344;1.924731555;0;3.708026928
28.21;34.6;21.82;61.61;91.9;31.32;24.1070166;2.876046243;1.3;6.668736246
27.7;33.72;21.68;65.45;91.8;39.1;22.2577146;2.638447802;0;5.923409935
29.445;34.53;24.36;59.505;81.9;37.11;23.7666024;2.538067065;0;6.421882341
27.935;33.88;21.99;67.945;93.1;42.79;16.765722;2.632922257;0.7;5.086673854
24.125;27.17;21.08;85.04;96.6;73.48;7.8014232;0.69253499;11.2;1.905662024
27.65;34.01;21.29;69.21;96.4;42.02;19.4764068;0.583865936;3.4;4.12593001
27.96;33.03;22.89;72.355;95.9;48.81;15.6169188;1.576622212;4.6;4.071585942
22.52;23.88;21.16;95.3;98.3;92.3;2.365164;0.635437691;39.1;0.844588463
25.87;30.91;20.83;78.25;98.6;57.9;15.9673806;0.708190701;0.4;3.410554688
26.9;31.3;22.5;70.725;92.5;48.95;16.0371504;2.069316653;0;4.270392485
24.61;27.01;22.21;83.365;97.1;69.63;8.7756948;0.831594543;3.3;2.129181608
25.81;29.85;21.77;80.82;97.7;63.94;11.4579072;0.676879279;3.8;2.632983157
22.565;23.58;21.55;96.2;98.1;94.3;3.8849292;0.3121933;41.4;1.063654975
27.195;32.65;21.74;73.72;99;48.44;19.0511172;0.535056954;0.1;3.962484241
23.84;25.81;21.87;89.4;98.4;80.4;3.9778848;0.460462095;9.7;1.185051087
26.79;31.87;21.71;76.91;98.9;54.92;16.2334008;0.83527824;0.1;3.600592132
27.95;32.71;23.19;72.43;97.2;47.66;17.0206092;1.106950875;0.1;4.020464393
27.665;31.72;23.61;74.36;96.7;52.02;17.5693914;1.054458197;1.2;3.985212045
25.765;29.89;21.64;77.275;97.1;57.45;13.8376854;1.077481301;3.8;3.211500094
26.5;32.09;20.91;68.815;97.4;40.23;19.2989934;2.610820076;0;5.196932497
25.475;31.77;19.18;67.745;95;40.49;20.2496598;3.118249305;1.7;5.545715114
25.175;30.91;19.44;69.43;95.7;43.16;21.3379542;2.535304293;0.4;5.170537217
25.535;31.93;19.14;73.385;97.9;48.87;20.4455214;1.957884826;25.3;4.735028949
24.65;29.48;19.82;79.55;98;61.1;13.380264;1.302186803;4.3;3.10107183
25.08;28.07;22.09;81.51;95.9;67.12;9.0833814;1.327051757;0;2.377682273
26.15;31.02;21.28;74.48;95.2;53.76;21.537162;2.009456581;0;4.791532561
26.59;32.96;20.22;69.205;96.4;42.01;24.7490424;2.124572104;0;5.686217519
26.49;31.29;21.69;67.64;90.8;44.48;21.2214654;2.44229095;0;5.236278452
25.88;31.94;19.82;68.045;92.6;43.49;24.8499324;2.109837317;0;5.564498905
25.66;31.7;19.62;65.295;93.9;36.69;25.6048434;1.981828855;0;5.673170861
25.455;32.12;18.79;69.79;93.8;45.78;20.891115;1.680686645;0;4.764004742
26.95;32.83;21.07;71.34;93.8;48.88;19.908495;1.888815512;0;4.800601026
27.59;34.22;20.96;68.39;94;42.78;24.316065;1.192596825;0;5.246483309
28.545;35.86;21.23;65.385;95.3;35.47;24.4982106;0.704507005;0;5.071524014
28.62;34.69;22.55;65.875;89.5;42.25;20.4784488;0.731213806;0;4.455075775
24.34;27.84;20.84;81.475;93.4;69.55;10.171809;1.398883843;0;2.515454795
26.835;32.72;20.95;68.905;96.2;41.61;24.1130034;1.711077143;0;5.375735641
26.435;32.61;20.26;70.54;94;47.08;20.539791;2.44229095;0;5.152453535
26.355;32.75;19.96;65.33;93.6;37.06;22.8536388;2.76553534;0;5.920571309
26.825;33.41;20.24;68.255;92.7;43.81;20.7632124;1.737783945;0;4.977870159
27.475;33.26;21.69;68.875;90.5;47.25;18.3366396;2.456104813;0;5.007743728
27.145;32.54;21.75;69;93.5;44.5;17.2888614;2.192720494;0.1;4.682705197
26.23;32.4;20.06;64.915;89.1;40.73;23.6754072;3.116407456;0;6.10590054
27.82;33.87;21.77;60.69;84.7;36.68;25.1142894;3.322694475;0;6.861917696
27.1;33.68;20.52;61.825;84.7;38.95;21.9020922;2.753563326;0;5.997510581
27.895;34.58;21.21;63.96;89.5;38.42;19.33802249;2.189957722;0;5.370045722
28.365;34.27;22.46;58.76;78.27;39.25;19.3954086;2.350198531;0;5.59347263
28.16;33.66;22.66;65.155;85.3;45.01;19.2580704;2.160488148;0;5.148884228
28.87;35.34;22.4;58.26;82.5;34.02;24.0910668;2.597927138;0;6.592719232
28.65;35.01;22.29;57.935;81.5;34.37;22.57353;2.519648582;0;6.295868812
28.94;36.24;21.64;56.115;80.6;31.63;26.145198;2.520569506;0;6.981492597
29.055;35.52;22.59;54.455;77.89;31.02;26.095194;2.830000033;0;7.184629226
27.89;34.54;21.24;57.23;83.5;30.96;25.440786;2.868678849;0;6.880534981
29.145;36.34;21.95;59.465;86.6;32.33;22.8926772;2.204692509;0;6.238894534
29.21;36.67;21.75;62.92;90.5;35.34;21.6876366;2.378747181;3.7;6.142632138
29.355;35.52;23.19;67.39;95.5;39.28;19.42272;1.724891006;1;5.08676439
29.51;35.98;23.04;57.11;79.91;34.31;23.6169;2.528857823;0;6.587088407
29.4;35.79;23.01;54.51;73.54;35.48;25.402392;2.360328697;0;6.694752174
28.94;34.86;23.02;58.35;78.34;38.36;19.6324938;2.104311772;0;5.511772038
29.255;35.69;22.82;56.09;78.07;34.11;19.8569772;1.926573404;0;5.568437453
29.375;35.1;23.65;55.55;74.75;36.35;20.544165;2.108916393;0;5.754284164
29.725;37.34;22.11;55.21;79.79;30.63;20.005164;1.545310789;0;5.41816891
30.355;37.46;23.25;65.135;96.3;33.97;20.6105166;1.1078718;1.4;4.995138727
29.86;36.29;23.43;51.4;74.5;28.3;23.4107838;2.538067065;0;6.814837299
29.415;36.46;22.37;52.355;76.28;28.43;23.695002;3.161532741;0;7.381489653
28.675;35.34;22.01;53.07;75.34;30.8;23.3431722;2.417425997;0;6.461420918
29.26;35.45;23.07;54.015;74.75;33.28;21.7793592;2.801451383;0;6.57042735
29.265;35.24;23.29;56.52;77.45;35.59;21.1146048;2.892622878;0;6.419350277
28.64;34.97;22.31;68.155;96;40.31;19.543437;1.995642718;5.1;5.156018368
31.105;37.51;24.7;54.215;75.63;32.8;19.8807966;2.193641419;0;6.078434552
30.06;35.22;24.9;55.84;74.49;37.19;17.9380098;2.193641419;0;5.476699282
29.685;35.29;24.08;53.695;71.9;35.49;19.5730866;1.886973664;0;5.473333218
30.36;36.07;24.65;52.175;71.55;32.8;19.596249;1.859345938;0;5.58939039
30.9;37.58;24.22;54.72;78.03;31.41;18.411912;1.901708451;0;5.586794454
30.19;35.39;24.99;58.61;77.77;39.45;17.0752626;2.029716913;0.1;5.137299275
29.46;36.24;22.68;54.54;77.74;31.34;23.85855;2.199166964;0;6.379912594
29.67;36.22;23.12;54.465;79.69;29.24;20.8188756;2.302310473;0;6.126147472
30.47;36.89;24.05;52.105;72.13;32.08;20.2632462;3.012343023;0;6.821914879
29.89;37.15;22.63;50.925;74.75;27.1;23.8087674;2.880650864;0;7.254022244
29.87;37.12;22.62;52.78;75.24;30.32;21.696066;2.484653462;0;6.524599015
26.61;32.32;20.9;73.38;94.7;52.06;14.9354514;1.873159801;2.8;3.879162281
28.655;34.6;22.71;58.925;82.3;35.55;22.1598396;2.830000033;0;6.239744084
28.525;34.72;22.33;56.675;81;32.35;19.2751902;2.601610834;0;5.844438018
28.33;34.1;22.56;60.19;82.4;37.98;19.9945566;1.895261981;0;5.153239498
29.065;35.58;22.55;52.925;75.64;30.21;20.1093498;2.214822675;0;5.824103396
28.765;34.88;22.65;55.77;77.08;34.46;22.4048682;1.961568523;0;5.688361587
28.785;34.08;23.49;60.975;80.1;41.85;12.9341412;2.868678849;0;4.91091629
28.785;34.5;23.07;62.275;87.3;37.25;18.2298906;2.270078126;0;5.206309933
29.605;36.16;23.05;55.525;78.58;32.47;21.0172104;2.212059902;0;5.905137237
28.97;36.15;21.79;58.32;82.8;33.84;19.445571;1.441246356;0;4.905923072
29.825;37.96;21.69;51.925;75.86;27.99;20.5205688;2.010377505;0;5.95194291
29.85;35.45;24.25;54.16;74.61;33.71;19.621053;2.954324799;0;6.305725613
30.195;36.16;24.23;52.65;72.93;32.37;18.7885098;3.001291932;0;6.413188312
29.405;35.08;23.73;53.15;75.09;31.21;16.2516348;3.621994836;0;6.479814468
28.345;34.99;21.7;54.36;78;30.72;20.695698;2.9810316;0;6.369284948
27.9;33.19;22.61;66.9;87.2;46.6;14.9831928;2.64028965;0.1;4.595763316
28.92;35.45;22.39;58.635;85.9;31.37;17.5902822;3.004054705;0;5.961072018
28.305;34.22;22.39;56.62;78.16;35.08;20.0256426;3.334666489;0;6.290429694
28.935;34.74;23.13;54.01;74.64;33.38;21.8786184;3.644097017;0;6.925889065
27.635;31.92;23.35;62.37;78.23;46.51;13.4185752;3.9747088;0;5.187959864
28.06;34.95;21.17;56.315;80.6;32.03;21.8285298;3.158769969;0;6.496275878
27.845;34.19;21.5;53.325;75.94;30.71;21.7207134;2.940510936;0;6.306041256
28.045;34.12;21.97;55.495;76.09;34.9;16.637202;2.830920958;0;5.545100645
28.655;34.86;22.45;55.915;78.89;32.94;19.6617006;2.47544422;0;5.695950264
29.365;35.38;23.35;52.895;75.47;30.32;20.9637216;2.848418517;0;6.348705941
28.725;35.2;22.25;51.995;74.57;29.42;21.591342;2.52149043;0;6.10953809
29.035;35.35;22.72;51.305;73.92;28.69;19.213875;2.706596192;0;6.078505996
29.34;37.18;21.5;50.895;76.86;24.93;22.4439768;2.286654762;0;6.285574639
30.46;37.36;23.56;53.185;76.99;29.38;20.7709704;2.430318935;0;6.196643998
30.51;36.64;24.38;53.68;75.68;31.68;19.4366232;2.814344322;0;6.267377078
30.065;36.16;23.97;51.525;73.24;29.81;21.710016;2.868678849;0;6.604329296
29.2;35.15;23.25;54.07;77.1;31.04;21.110202;2.548197231;0;6.015306177
29.07;35.64;22.5;49.375;69.92;28.83;20.3099778;2.037084306;0;5.601608005
29.645;36.22;23.07;49.79;71.28;28.3;21.699882;2.527015975;0;6.315276555
27.335;30.67;24;63.015;77.57;48.46;9.9111258;2.527015975;0;3.780757379
27.99;34;21.98;58.06;85.5;30.62;20.4584364;2.795925838;0;5.844321239
27.195;33.91;20.48;50.905;73.1;28.71;21.974472;2.356645;0;5.778837501
28.375;34.9;21.85;52.065;76.84;27.29;22.24296;2.777507355;0;6.328399886
28.695;35.09;22.3;52.275;73.06;31.49;17.752833;3.278490113;0;6.269009465
27.41;33.85;20.97;52.145;74.68;29.61;20.705526;3.043654445;0;6.190577301
26.995;34.32;19.67;50.92;69.81;32.03;20.394468;3.302434142;0;6.415870665
27.16;32.73;21.59;54.32;67.14;41.5;17.2138878;2.956166647;0;5.378572665
29.62;35.31;23.93;56.625;76.95;36.3;16.5472308;2.515043961;0;5.309394858
29.095;35.45;22.74;56.875;81.4;32.35;16.6543128;2.252580567;0;5.137584478
28.055;35.51;20.6;53.425;83.1;23.75;19.1586582;1.804090487;0;5.096706458
28.21;35.7;20.72;50.02;72.22;27.82;21.04128;2.579508654;0;6.107822372
28.015;34.13;21.9;57.98;79.42;36.54;17.725212;3.003133781;0;5.579973686
27.975;33.62;22.33;63.605;86;41.21;15.0095376;2.940510936;0;4.91257359
29.015;36.69;21.34;58.06;84.1;32.02;20.1909456;2.371379787;0;5.722931164
29.455;36.19;22.72;54.375;79.75;29;20.28852;2.44229095;0;5.857008616
28.63;35.3;21.96;53.46;79.56;27.36;20.003157;2.896306575;0;6.151364685
27.14;32.83;21.45;52.355;74.47;30.24;20.2182282;3.410182272;0;6.19544019
27.065;34.06;20.07;57.235;83.5;30.97;18.22804075;2.107074545;0;4.949737439
28.26;34.74;21.78;50.205;75.31;25.1;20.7878256;2.206534357;0;5.575128607
28.095;35.66;20.53;53.985;75.01;32.96;20.96029256;2.337305592;0;5.654133442
30.085;35.85;24.32;57.98;78.99;36.97;20.17337436;2.907357665;0;5.990395841
24.095;26.88;21.31;83.71;95.7;71.72;8.0365698;2.684494011;11;2.250238288
25.21;29.72;20.7;74.225;96.3;52.15;10.7130618;2.795925838;0.4;3.367735834
25.135;30.28;19.99;71.195;96.2;46.19;15.4527138;2.88433456;0.4;4.142501065
26.52;32.36;20.68;63.04;88.1;37.98;18.3553704;2.867757925;0;5.062065934
26.095;32.39;19.8;64.05;88.4;39.7;15.5140308;2.707517116;0;4.618100868
25.865;29.85;21.88;71.275;86;56.55;12.215025;2.472681448;0;3.475877951
27.07;33.14;21;66.77;91.8;41.74;17.1656262;2.492020856;0;4.6594649
27.1;33.94;20.26;62.66;92.4;32.92;19.0988964;2.428477087;0;5.132511313
27.135;34.91;19.36;57.21;86.4;28.02;19.1731104;1.710156219;0;4.762032989
27.505;35.25;19.76;56.005;80.9;31.11;18.7765758;1.665951858;0;4.702400981
29.59;35.66;23.52;53.67;77.74;29.6;18.3632454;2.389798271;0;5.512818204
28.61;34.84;22.38;57.885;81.9;33.87;17.5070124;2.724093752;0;5.4306427
28.18;35.02;21.34;57.75;88.2;27.3;19.485216;1.794881245;0;4.898346878
27.99;36.26;19.72;57.83;88;27.66;19.1220876;1.468874082;0;4.627394357
27.275;36.76;17.79;52.05;79.5;24.6;19.3788432;1.09037424;0;4.253494664
27.74;35.23;20.25;53.575;77.14;30.01;17.8536312;1.535180623;0;4.495100075
27.35;33.93;20.77;56.96;83.6;30.32;16.554933;1.783830154;0;4.448687347
26.28;35.45;17.11;52.125;81.4;22.85;19.9973412;1.300344955;0;4.450310405
27.175;34.22;20.13;52.055;75.19;28.92;19.677501;2.010377505;0;5.071836259
26.7;32.86;20.54;53.4;79.14;27.66;19.9297332;3.011422099;0;5.801988674
25.82;31.68;19.96;53.91;78.82;29;19.7443674;3.94155553;0;6.238025269
24.21;29.6;18.82;62.795;83.1;42.49;15.4243746;3.28862028;0;4.588594895
25.67;30.74;20.6;61.415;81.2;41.63;15.0837534;3.878932685;0;5.109186573
24.21;27.66;20.76;67.405;80.3;54.51;9.98835311;3.10627729;0;3.484386667
25.465;31.35;19.58;65.595;95;36.19;14.31480163;2.698307874;0.2;4.368144397
25.135;32.61;17.66;67.31;95.9;38.72;15.6443598;2.677126618;0;4.552592032
24.105;30.77;17.44;61.82;90;33.64;18.0783018;3.35676867;0;5.196962946
23.985;31.5;16.47;59.825;89.2;30.45;18.9606168;3.388080092;0;5.534920818
24.305;28.96;19.65;72.415;95.1;49.73;8.2472562;3.624757609;0.2;3.494043647
26.105;32.39;19.82;59.965;85.6;34.33;18.1995786;2.978268828;0;5.247294993
24.76;31.21;18.31;60.705;85.7;35.71;15.242553;3.136667788;0;4.882809529
25.68;31.19;20.17;65.905;95;36.81;15.8893218;4.134949609;0.3;5.267973473
24.615;30.73;18.5;66.815;95.8;37.83;10.5663006;3.626599457;3.3;4.432611409
23.095;28.17;18.02;70.29;96.2;44.38;12.368997;3.469121421;0.5;3.912416743
24.025;30.23;17.82;60.585;82.3;38.87;12.2348106;3.546479052;0;4.698813062
24.95;30.95;18.95;57.925;85.2;30.65;17.9967672;3.905639486;0;5.785959525
25.03;31.44;18.62;57.37;83.3;31.44;19.4620356;4.135870534;0;6.134589283
25.485;31.02;19.95;61.52;87.7;35.34;17.0582994;4.443459213;0;5.767990923
24.79;28.56;21.02;62.465;81.8;43.13;9.024876;3.909323183;0;4.270453987
25.065;30.7;19.43;62.635;89.5;35.77;16.1825202;4.380836368;0;5.550252067
25.76;31.84;19.68;60.1;86.4;33.8;14.6504466;4.541998101;0;5.879173534
25.39;31.34;19.44;59.64;83.9;35.38;14.440662;3.95260662;0;5.422162768
25.845;31.23;20.46;59.85;81.9;37.8;13.362759;3.002212857;0;4.662543092
27.125;33.37;20.88;57.31;81.1;33.52;19.7295984;3.015105795;0;5.708168818
26.745;33.77;19.72;58.9;85.6;32.2;16.6692582;2.457946661;0;5.010219377
26.43;32.6;20.26;53.445;78.07;28.82;19.6201548;3.639492396;0;6.252543799
26.15;32.41;19.89;58.885;81.8;35.97;19.2925368;3.831965551;0;5.968165697
26.375;32.14;20.61;55.18;77.14;33.22;14.4616554;3.493986374;0;5.491416352
25.31;32.72;17.9;59.07;87.2;30.94;16.8205734;2.211138978;0;4.717025161
25.795;33.4;18.19;57.48;88.6;26.36;20.104875;2.514123036;0;5.465690312
26.335;32.75;19.92;56.195;82;30.39;19.5629922;3.262834402;0;5.888210162
25.77;32.33;19.21;56.505;83.6;29.41;19.7752464;2.774744582;0;5.486623078
25.525;32.77;18.28;58.07;87.9;28.24;19.573218;2.003010111;0;4.870764463
26.63;35.72;17.54;53.82;85;22.64;20.5885692;1.337181923;0;4.679845897
26.74;35.29;18.19;46.915;70.89;22.94;19.7196102;1.966173144;0;5.377921449
26.26;33.15;19.37;53.405;79.71;27.1;20.0163942;3.712245407;0;6.508718475
24.955;32.18;17.73;56.385;83.9;28.87;20.003436;3.38992194;0;5.972821191
25.39;32.2;18.58;54.53;80.5;28.56;20.855205;3.061152005;0;5.873821408
25.015;32.64;17.39;49.945;76.6;23.29;21.08961;3.559371991;0;6.601523358
25.085;31.58;18.59;56.03;84.5;27.56;20.145438;4.27585101;0;6.526257873
25.465;31.72;19.21;55.44501;81.70002;29.19;18.5907024;4.250986057;0;6.40152789
24.73;31.01;18.45;59.01001;85.20002;32.82;18.9396072;4.524500541;0;6.217128578
24.005;31.36;16.65;57.185;88.3;26.07;19.835982;3.811705219;0;6.181936307
24.655;32.28;17.03;56.79;84.4;29.18;20.7528012;2.689098632;0;5.54755811
25.515;32.24;18.79;58.025;83.8;32.25;20.8449522;4.004178375;0;6.370865161
24.795;30.42;19.17;63.65;95.4;31.9;16.9174764;4.099033566;1.1;5.541712104
24.75;30.64;18.86;56.68;80.1;33.26;18.9832464;4.254669754;0;6.148423172
25.17;31.81;18.53;60.13;92.1;28.16;21.351519;4.964702304;0.2;6.93492095
24.91;30.36;19.46;61.07;86.1;36.04;15.3379854;3.602655428;0;5.177693605
25.06;30.55;19.57;55.79;79.55;32.03;19.6793658;4.21414909;0;6.25418673
24.7;31.48;17.92;57.5;84;31;20.72637;4.381757292;0;6.553108914
24.475;31.99;16.96;54.22;82.4;26.04;21.8002356;4.037331645;0;6.78874774
24.675;31.5;17.85;59.235;87.1;31.37;20.5537212;3.773026403;0;6.117459467
25.345;31.95;18.74;54.41;81.9;26.92;21.584502;3.866039746;0;6.6315406
25.365;32.82;17.91;52.345;79.01;25.68;22.2743772;2.325333578;0;5.7103267
26.77;34.56;18.98;52.775;82.8;22.75;22.3112826;2.16969739;0;5.84431392
26.345;33.27;19.42;52.51;76.4;28.62;21.8579058;2.733302993;0;6.072103208
26.6;34.13;19.07;49.155;76.98;21.33;22.0897476;2.526095051;0;6.219453971
27.14;34.7;19.58;54.87;86;23.74;20.510397;2.503071946;0;5.978051184
26.95;33.9;20;51.955;78.4;25.51;21.2438034;3.782235645;0;7.061326048
25.135;32.32;17.95;50.83;72.1;29.56;22.3398756;4.125740367;0;7.051194494
25.725;32.42;19.03;55.59;81.3;29.88;21.525525;3.517009478;0;6.417513474
26.325;34.54;18.11;45.705;69.69;21.72;21.71047077;2.423872466;0;6.233598554
27.61;35.22;20;54.6;81.6;27.6;21.444156;2.15219983;0;5.80242557
27.005;34.31;19.7;50.575;75.88;25.27;22.155453;2.899990272;0;6.564493222
27.505;34.44;20.57;50.73;75.99;25.47;22.0008348;3.831044627;0;7.357543167
26.28;32.56;20;53.785;77.89;29.68;19.9058634;4.797094101;0;7.236969649
27.585;33.28;21.89;52.66;75.12;30.2;14.8978548;3.329140944;0;5.912217409
27.32;34.19;20.45;51.81;78.97;24.65;21.3164838;2.01590305;0;5.651406101
28.615;37.87;19.36;46.045;79.41;12.68;23.418054;2.562932018;0;7.2588631
27.21;33.86;20.56;48.065;71.19;24.94;23.2714638;4.909446852;0;8.317572102
25.5;31.44;19.56;55.56;76.61;34.51;16.9801326;4.504240209;0;6.398000715
24.615;30.31;18.92;60.11;79.63;40.59;13.255236;4.284139328;0;5.377331923
24.455;30.84;18.07;66.94;95.8;38.08;13.6214604;3.353084973;0.8;4.768342319
25.72;31.16;20.28;64.155;88.5;39.81;15.4712466;3.978392497;0;5.397334012
25.48;31.89;19.07;57.755;89.4;26.11;21.96770757;4.244539588;0;6.915522443
26.075;32.46;19.69;56.555;81.1;32.01;21.3946416;3.50411654;0;6.42087985
27.175;34.24;20.11;53.025;76.92;29.13;22.519179;3.832886475;0;7.326538675
26.825;32.41;21.24;64.66;89.2;40.12;19.2180366;4.241776815;0;6.142295296
26.275;32.39;20.16;54.775;79.42;30.13;19.50705;4.180074895;0;6.834978406
26.505;33.06;19.95;51.175;77.45;24.9;22.3742214;4.693029668;0;7.878697178
27.11;33.48;20.74;54.985;88.6;21.37;22.8599982;4.774070997;0;7.985734635
25.685;32.5;18.87;63.2;94.9;31.5;20.982366;3.784077493;0.3;6.39520965
27.2;32.92;21.48;53.56;74.8;32.32;18.062244;4.339394779;0;6.916619561
27.6;34.38;20.82;49.91;73.32;26.5;22.1406588;3.962736786;0;7.640113731
27.75;34.03;21.47;50.45;71.82;29.08;23.6604744;3.975629725;0;7.671643153
27.74;34.96;20.52;51.395;75.55;27.24;23.3809218;3.633045926;0;7.55402903
26.635;33.75;19.52;45.435;69.93;20.94;25.0168104;4.439775516;0;8.487156199
26.885;33.36;20.41;53.285;77.92;28.65;21.459915;4.3439994;0;7.464622239
25.76;31.86;19.66;64.335;94.3;34.37;16.9838478;3.751845147;0.3;5.748579309
27.005;33;21.01;53.19;73.7;32.68;20.4730164;4.213228165;0;7.130563454
27.06;34.36;19.76;49.045;74.56;23.53;23.5982106;4.284139328;0;8.16981201
27.55;34.67;20.43;52.375;77.47;27.28;24.3303912;3.853146807;0;7.762137058
27.995;35.74;20.25;52.715;82.1;23.33;24.7100328;2.842892972;0;7.244348508
29.77;36.99;22.55;46.705;72.7;20.71;24.494562;2.790400293;0;7.590854949
28.79;34.01;23.57;51.8;73.27;30.33;22.2391872;3.950764772;0;7.499751276
27.245;33.74;20.75;51.9;77.54;26.26;24.1337268;3.755528843;0;7.558069578
27.45;35.36;19.54;49.155;75.75;22.56;25.1738622;2.638447802;0;7.15446434
28.95;37.11;20.79;40.605;62.84;18.37;21.90526848;2.106153621;0;6.69145874
30.835;38.57;23.1;43.795;73.35;14.24;24.4578474;2.236003931;0;7.363506748
28.355;33.7;23.01;55.65;77.78;33.52;16.4764836;3.537269811;0;6.268707712
28.76;34.61;22.91;48.305;69.12;27.49;23.4163998;4.086140627;0;8.063206519
28.33;33.75;22.91;51.705;71.83;31.58;15.2107056;3.189160467;0;6.077377977
28.985;36.46;21.51;46.31;68.76;23.86;21.95365287;2.752642401;0;7.168713058
29.045;35.45;22.64;49.32;69;29.64;19.88758509;2.306915094;0;6.190253635
29.065;34.7;23.43;52.75;70.72;34.78;17.8554798;2.620950242;0.3;5.974085838
28.875;34.6;23.15;50.4;69.08;31.72;18.8881632;3.693826923;0;7.092155333
28.605;33.72;23.49;54.135;71.3;36.97;15.3554832;3.521614099;0;6.10166329
29.225;35.84;22.61;44.28;66.64;21.92;23.30397;3.102593593;0;7.603527414
29.55;35.74;23.36;50.405;76.84;23.97;20.691306;3.426758908;0;7.362275142
28.24;35.38;21.1;50.055;74.88;25.23;25.0732926;5.191249654;0;9.093634085
28.405;35.38;21.43;47.165;70.84;23.49;23.749875;4.017992237;0;8.261253023
28.5;35.16;21.84;50.51;72.44;28.58;21.730455;2.651340741;0;6.613372603
29.39;37.95;20.83;45.12;65.64;24.6;22.6001718;1.520445836;0;5.967094238
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
31.53;36.53;26.53;39.915;59.46;20.37;28.2534816;3.014184871;0;8.451742821
28.455;35.09;21.82;48.37;74.72;22.02;25.353288;4.71329;0;8.916682171
27.195;33.65;20.74;52.975;75.97;29.98;24.9785442;5.234533091;0;8.431766771
27.05;32.93;21.17;55.96;76.31;35.61;16.791228;4.142317003;0;6.498358585
27.57;34.33;20.81;54.28;79.21;29.35;20.2767948;3.70211524;0;7.043908796
28.24;33.91;22.57;50.715;76.32;25.11;24.5264562;3.954448468;0;7.869603416
27.435;33.79;21.08;51.775;75.86;27.69;21.5644554;3.546479052;0;7.114983204
27.99;34.66;21.32;48.475;73.54;23.41;25.6609872;3.848542187;0;8.163268341
28.605;34.88;22.33;45.555;71.61;19.5;23.3140518;3.197448785;0;7.583996814
28.8;36.03;21.57;50.745;76.87;24.62;26.4912858;2.671601073;0;7.402109126
29.29;36.09;22.49;50.27;73.53;27.01;26.1317628;2.759088871;0;7.444378937
28.26;33.63;22.89;50.465;66.32;34.61;18.3569328;2.161409072;0;5.558273288
29.055;35.3;22.81;52.195;74.28;30.11;19.9589058;1.82895544;0;5.633731027
29.595;35.7;23.49;50.89;72.73;29.05;22.8998646;2.954324799;0;7.143492498
28.575;33.52;23.63;51.775;70.84;32.71;19.3899042;3.977471573;0;7.086953907
28.025;34.01;22.04;52.72;71.78;33.66;21.3069762;3.110881911;0;6.668787628
28.57;35.51;21.63;47.04;70.87;23.21;25.627446;3.273885492;0;7.902078321
29.045;35.92;22.17;49.285;76.02;22.55;25.6750038;3.270201796;0;7.928020143
28.835;35.68;21.99;48.23;70.98;25.48;26.169363;3.042733521;0;7.717182031
30.42;38.03;22.81;42.11;65.48;18.74;26.1469242;2.547276307;0;7.838147316
29.655;38.3;21.01;40.6;65.69;15.51;26.6162904;2.574904033;0;8.02054857
29.97;36.13;23.81;48.105;68.54;27.67;24.7658148;4.653429928;0;8.927727219
28.57;35.18;21.96;46.35;65.39;27.31;26.6414004;4.203097999;0;8.636768706
29.3;35.11;23.49;46.1;67.51;24.69;24.9271038;4.607383718;0;8.862887301
28.53;34.99;22.07;47.12;69.82;24.42;26.4083976;4.707764455;0;8.994303633
28.35;35.39;21.31;49.925;72.13;27.72;21.6660996;4.354129566;0;8.102130471
28.53;34.68;22.38;47.245;69.16;25.33;24.122205;4.155209942;0;8.258864746
28.56;35.54;21.58;50.235;75.15;25.32;24.0278346;4.396492079;0;8.468131563
28.545;35.25;21.84;49.69;72.63;26.75;24.8019534;3.972866952;0;8.157735812
28.535;34.38;22.69;49.305;68.74;29.87;21.2890266;3.459912179;0;7.181351592
29.33;36.38;22.28;46.24;66.41;26.07;25.6533732;2.87328347;0;7.635513881
28.7;34.91;22.49;53.765;73.79;33.74;17.0543052;3.250862388;0;6.353536463
29.31;35.33;23.29;52.85;72.47;33.23;19.6187526;3.053784611;0;6.61810225
30.32;36.41;24.23;51.17;71.66;30.68;21.0499362;3.223234662;0;7.214368172
30.89;36.58;25.2;48.695;67.07;30.32;16.8664932;2.777507355;0;6.419235142
29.17;35.97;22.37;62.64;92.9;32.38;15.4200888;2.356645;10.2;5.295483436
29.12;35.43;22.81;64.195;93.3;35.09;21.70071066;1.622668421;0;5.453934323
28.72;34.83;22.61;61.21;89.8;32.62;15.53852528;1.741467642;1;4.704087919
29.055;35.3;22.81;64.355;93.9;34.81;17.8976484;1.358363179;3.9;4.68281215
29.225;35.95;22.5;61.985;89.8;34.17;17.2617282;1.874080725;0;5.131255549
30.455;36.91;24;53.66;78.32;29;19.9122786;1.819746198;0;5.780049662
29.175;35.45;22.9;61.805;89.2;34.41;16.5795102;1.152997085;2.7;4.359424682
