Ta_med;Ta_max;Ta_min;UR_med;UR_max;UR_min;RG;V;P;ET0
28.545;34.98;22.11;59.98;87.2;32.76;18.2267028;2.717647282;0;5.675348592
26.865;32.3;21.43;61.34;86.7;35.98;15.6268062;2.535304293;0;4.821739654
27.33;31.55;23.11;57.09;76.89;37.29;8.625186;2.527015975;0;4.095675018
28.925;34.7;23.15;54.26;75.01;33.51;1.7697006;2.804214156;0;4.046996958
28.315;34.47;22.16;63.075;90.4;35.75;5.2348626;2.803293232;0;4.009640939
28.555;34.95;22.16;55.695;76.1;35.29;-;2.82263264;0;-
28.355;34.63;22.08;56.985;77.34;36.63;-;2.832762806;0;-
28.83;35.22;22.44;50.85;74.86;26.84;-;2.224031917;0;-
29.29;36.32;22.26;50.235;71.8;28.67;-;1.806853259;0;-
30.3;36.56;24.04;53.07;75.08;31.06;-;2.392561043;0;-
30.805;38;23.61;48.085;75.48;20.69;-;3.073124019;0;-
29.06;34.75;23.37;53.49;73.89;33.09;-;2.699228798;0;-
29.74;35.84;23.64;51.92;74.31;29.53;-;2.943273709;0;-
29.4;36.09;22.71;49.88;71.56;28.2;-;2.735144842;0;-
28.89;35.67;22.11;52.15;75;29.3;-;2.50399287;0;-
29.22;36.8;22.74;83.8;83.8;26.99;26.68896;-;0;-
29.11;38;21.33;61.07;90.8;27;22.08384;-;0;-
30.38;38.8;22.37;70.2;80.9;24.66;24.39936;-;0;-
29.56;37.47;22.72;96.5;96.8;32.3;16.4592;-;5.588;-
27.54;36.43;22.79;84.3;98.6;36.78;21.61728;-;0.762;-
25.02;33.71;21.22;99.6;99.6;47.62;14.79168;-;32.77;-
26.17;33.93;21.41;97.1;99.9;45.3;16.90848;-;7.62;-
23.61;28.77;20.91;98.7;99.6;67.68;10.38528;-;49.02;-
26.85;32.19;23.01;68.13;99.4;49.68;15.10272;-;0;-
28.82;35.47;21.89;64.73;95.8;33.13;25.86816;-;0;-
28.08;34.67;21.79;76.7;92.3;36.86;24.2352;-;0;-
29.17;35.7;24.27;73.4;85;33.44;24.58944;-;0;-
28.32;34.63;23.05;90.5;92.4;45.79;16.848;-;0.58;-
24.36;28.2;22.34;98.9;99;70.8;9.42624;-;12.95;-
27.54;34.68;22.06;82.5;99.1;43.35;22.31712;-;0;-
28.19;35.5;23.72;99.1;99.3;43.26;19.63008;-;9.91;-
23.67;27.8;22;99.9;100;75.8;6.41088;-;12.7;-
26.19;32.38;21.89;90.5;100;52.51;16.75296;-;0.254;-
26.71;32.59;22.81;87;95;50.06;18.68832;-;0.254;-
23.95;27.77;22.34;99.8;99.9;75.3;6.85152;-;19.3;-
24.59;30.98;22.05;100;100;60.76;13.89312;-;20.57;-
22.7;24.05;21.44;100;100;94.8;4.663008;-;95;-
26.17;32.05;21.85;83.3;100;51.2;21.79008;-;0;-
24.92;29.97;22.83;100;100;65.2;9.81504;-;0.508;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
-;-;-;-;-;-;-;-;-;-
25.39;32.39;20.57;82.5;100;48.99;23.6736;-;1.27;-
24.58;30.14;20.71;92.2;98.9;61.85;16.44192;-;0;-
25.18;29.8;21.64;94.5;94.8;61.71;9.66816;-;0;-
25.38;32.1;20.4;93.4;99.2;51.37;19.28448;-;0;-
26.33;32.95;20.42;83.4;98.8;43;24.94368;-;0;-
26.08;32.64;21.85;87;92.8;41.4;23.76;-;0;-
25.42;32.61;18.64;80.6;100;42.63;26.5248;-;0;-
25.54;33.3;19.43;86.9;98.5;29.73;27.52704;-;0;-
25.58;33.06;18.65;84.1;98;41.75;28.52064;-;0;-
26.6;32.96;22.13;88.3;95.4;45.55;21.06432;-;0;-
27.13;34.13;20.89;93.9;99;42.39;23.0256;-;0;-
27.59;35.31;21.04;83.3;99.1;38.75;22.95648;-;0;-
27.24;34.65;22.05;81.5;94;42.48;20.28672;-;0;-
24.99;33.32;20.93;98.4;99.1;49.69;14.09184;-;10.92;-
26.15;33.36;20.92;76;100;42.12;25.1424;-;0.254;-
26.46;32.56;20.24;81.5;98.5;48.73;21.384;-;10.67;-
26.07;32.77;20.65;72.3;95.7;39.66;25.68672;-;0;-
25.77;32;20.59;77.8;96.9;47.36;22.7664;-;0;-
25.91;31.81;20.83;92.4;98.4;50.07;19.49184;-;0;-
26.61;32.93;21.84;81.7;98.2;46.95;21.56544;-;0;-
26.36;33.08;19.22;66.94;97.6;39.29;24.26976;-;0;-
27.01;33.42;21.69;65.03;91.4;39.6;26.36928;-;0;-
26.66;33.12;19.87;72.9;95.9;40.26;25.41888;-;0;-
27.75;33.51;22.39;72.6;87.4;41;26.89632;-;0;-
26.95;33.63;21.9;79.4;90.6;40.85;22.41216;-;0;-
26.13;32.59;21.41;75.4;92.2;48.94;20.9088;-;0;-
27.75;34.77;21.58;76.3;90.1;33.74;26.72352;-;0;-
27.97;34.47;21.81;75.3;87.8;36.29;25.78176;-;0;-
28.17;35.13;21.84;60.5;91.2;34.92;26.93952;-;0;-
27.73;34.33;20.86;62.94;91.7;36.07;26.136;0.634516766;0;5.087386996
27.7;34.45;21.08;83;90.6;32.19;25.84224;1.140104146;0;5.481792449
27.75;34.95;20.8;75.5;97.1;36.17;24.02784;0.629912145;0;4.825370126
28.86;36.1;20.91;74.5;94.2;38.52;22.84416;0.735818427;0;4.828407544
28.88;35.33;24.67;69.56;82.3;38.77;21.02976;0.859222268;0;4.745545051
28.19;35.85;21.36;65.45;91.4;35.88;24.93504;0.777260016;0;5.158454149
27.99;34.99;21.41;67.48;81.8;36.5;26.25696;0.761604304;0;5.252323212
27.34;34.09;22.17;72.4;86.1;40.93;19.69056;0.830673619;0;4.33310494
28.19;35.43;23.05;63.64;83.3;35.42;22.19616;0.702665156;0;4.709829261
28.59;35.59;22.15;83.4;86.2;34.72;24.2352;0.746869517;0;5.019442206
28.48;36.43;20.78;76.9;91.7;32.34;24.37344;0.512033849;0;4.808041168
29.03;36.74;22.87;61.36;88.5;33.38;22.10976;0.454015625;0;4.518360397
28.65;35.79;22.69;54.78;84.4;30.78;25.04736;0.919082341;0;5.314791894
28.72;35.44;22.04;61.46;87.2;31.8;21.30624;1.513999367;0;5.298619543
27.98;35.56;21.01;54.42;88.1;28.87;26.20512;1.041565258;0;5.49589141
28.5;35.52;22.67;60.43;81.3;32.54;23.976;1.153918009;0;5.357578346
28.53;34.09;22.5;63.18;84.3;37.25;19.96704;1.259824291;0;4.732510426
28.29;36.19;24.13;70.2;79.9;35.5;19.9584;0.908031251;0;4.642316525
28.96;36.85;23.17;82.1;86.1;33.4;23.1984;0.680562976;0;4.895608089
28.64;36.28;23.55;64.57;85.2;37.71;22.23072;0.860143193;0;4.900726876
28.28;36.17;22.93;66.99;79.4;34.88;18.1008;0.611493662;0;4.01994508
28.45;35.69;24.65;58.53;74.9;34.59;19.79424;0.764367077;0;4.443834667
30.29;37.56;24.21;68.22;86.5;31.26;23.48352;1.048932651;0;5.383591638
28.86;36.07;24.19;63.83;91.7;38.27;18.58464;0.785548333;1.27;4.271357263
28.36;35.87;20.64;61.46;90.7;32.16;24.07104;0.826068998;0;4.960359787
28.58;36.65;21.78;61.83;90.5;30.46;22.00608;0.873036131;0;4.818947797
29.52;36.3;24.66;62.54;75.3;33.25;21.816;1.487292566;0;5.484017267
28.84;36.03;22.71;55.6;81.9;30.93;24.24384;1.314158818;0;5.536955551
29.4;36.22;22.31;66.63;81.1;32.16;25.78176;1.002886442;0;5.428234074
26.74;32.18;22.04;75.5;97.1;58.22;15.60384;0.768971698;6.604;3.383155934
27.71;34.88;22.55;67.84;86.9;35.09;22.32576;1.190754977;0;4.972897515
27.29;34.59;21.81;76.6;89.2;35.44;20.68416;0.803045893;0;4.353325905
26.95;34.45;21.22;73.1;92.9;34.24;20.01024;0.542424347;0;3.988213935
27.69;35.68;20.98;63.99;86.9;33.35;19.34496;0.707269777;0;4.117479354
27.6;34.91;21.21;70.5;90;34.44;22.62816;0.579261315;0;4.39021574
26.85;34.38;22.03;74.4;91.5;39.79;13.15872;1.044328031;0;3.474144195
28.48;36.16;24.5;64.75;78.4;34.26;17.63424;0.970654095;0;4.278498522
28.12;35.74;22.18;61.41;84.4;34.7;23.74272;0.804887741;0;4.824442788
27.88;35.49;21.54;77;92.4;36.45;21.66048;0.554396362;0;4.275123563
29.52;37.54;21.02;59.1;89.9;30.64;23.01696;0.826068998;0;4.826938625
28.96;34.22;23.18;62.8;83.3;38.4;16.66656;0.820543453;0;3.791237744
29.02;35.83;23.98;66.81;78.7;35.12;18.15264;1.095899785;0;4.405649314
28.89;35.69;24.14;54.1;78.6;30.84;15.62976;1.389674601;0;4.407147544
28.36;35.27;20.36;56.74;85.5;31.1;24.22656;1.397041995;0;5.303115847
25.75;30.44;20.58;84.3;96.4;55.96;13.64256;0.920003265;2.54;2.987467639
27.86;35.3;21.19;61.4;95.8;32.93;21.49632;1.250615049;0;4.803702294
27.86;34.92;21.71;61.15;85.9;32.91;20.53728;1.455981143;0;4.875938248
28.33;35.29;22.61;77.4;80.8;31.84;23.27616;1.633719512;0;5.458393678
27.62;32.32;21.71;60.69;90.3;46.21;13.10688;1.629114891;0;3.612436913
27.04;34.52;19.41;62.42;93.3;33.37;21.82464;1.14747154;0;4.609319432
26.94;34.72;20.59;66.37;86.5;30.69;22.34304;1.192596825;0;4.782022823
27.03;34.56;22.27;71.8;80.3;34.89;19.24992;1.152076161;0;4.391140376
27.59;35.6;20.37;57.18;86;31.73;23.50944;0.805808666;0;4.582697755
27.63;35.25;22.27;48.91;80.4;30.55;21.69504;1.127211208;0;4.722064425
26.57;35.32;20.44;60.85;91.1;28.92;22.68864;0.856459496;0;4.497250216
28.06;35.96;23.17;64.31;76.8;31.11;21.87648;1.09037424;0;4.778899255
27.76;36.53;19.45;59.57;89.8;28.96;22.31712;0.713716247;0;4.33417886
28.5;36.88;21.53;58.98;90.3;30.71;22.7232;0.553475438;0;4.313854116
29.67;37.12;23.39;61.32;84.6;29.35;22.1184;0.907110326;0;4.687679916
28.77;35.54;23.45;63.04;79.4;32.48;19.49184;0.947630991;0;4.278340771
28.36;35.38;23.93;59.79;79.4;32.92;18.72288;1.149313388;0;4.415011016
28.47;36.74;20.26;53.35;90.8;28.56;20.9952;0.56268468;0;4.033946533
28.05;35.53;21.11;62.31;83.7;31.82;22.34304;0.798441272;0;4.402310365
26.64;31.18;22.7;81.2;84.9;49.73;11.03328;1.000123669;0;2.831458775
26.71;34.24;21.53;81.6;91.9;32.63;18.69696;1.032356016;0;4.090765544
26.16;34.47;16.93;61.5;96.5;30.26;21.53088;0.799362196;0;4.080780197
27.54;34.67;20.51;59.71;86.9;28.94;20.51136;1.130894904;0;4.417465928
27.36;35.72;21.47;59.49;82.1;31.67;17.70336;1.311396045;0;4.3834991
27.02;34.02;18.88;47.52;90.1;29.54;21.6432;1.31231697;0;4.597691446
26.46;34.06;16.4;69.55;91;34.13;20.74464;1.229433793;0;4.334500976
26.92;33.27;20.68;68.8;77.9;42.14;16.13088;1.037881561;0;3.646186997
28.22;35.29;23.33;76.5;80.1;36.76;18.55008;0.871194283;0;4.005413227
27.47;35.01;19.86;82.4;85.5;34.71;18.36;0.860143193;0;3.847570835
26.5;35.72;18.19;57.18;95.4;26.86;21.56544;0.566368376;0;3.869302267
27.12;35.79;17.71;68.63;90.5;28.24;21.66048;1.105109027;0;4.481687234
27;33.26;20.3;75.1;92.6;40.79;15.2496;1.234959338;0;3.617708983
26.36;32.45;21.83;74.4;95;46.08;13.59072;1.246010428;0;3.30635061
28.07;36.97;19.16;63.31;97.2;32.67;20.16576;0.714637171;0;4.000372581
28.09;36.24;21.27;64.33;85.4;31.14;20.74464;0.655698023;0;3.985665872
26.26;35.03;17.91;58.16;96;31.41;19.82016;0.940263597;0;4.002280748
26.57;33.44;21.39;62.79;80;27.01;20.6928;1.576622212;0;4.728550992
25.93;34.85;16.59;61.77;97.6;31.59;18.63648;0.781864637;0;3.65383703
26.78;34.92;20.38;59.51;88.9;23.71;21.01248;0.951314687;0;4.178560773
27.9;35.58;18.33;70.1;92.2;32.11;19.14624;0.829752694;0;3.840861007
27.82;34.47;24.32;78.8;83.4;44.33;15.92352;1.647533374;0;4.160087484
24.61;30.95;22.28;88.5;92.9;53.65;11.54304;1.638324133;2.032;3.052318559
24.4;30.09;21.06;90.2;95.9;51.42;10.77408;1.511236594;0;2.834796048
24.99;31.16;21.68;83.1;91.5;46.24;14.56704;1.3058705;0;3.354852081
26.43;33.15;21.52;78.3;88.8;37.98;19.1376;1.338102847;0;4.148914327
25.95;33.64;18.37;85;96.6;41.16;14.11776;1.208252536;0;3.389680037
25.21;30.5;21.64;85.7;92.1;54.23;10.73088;0.948551915;0;2.541741577
25.46;32.98;19.76;83.2;97.4;43.7;16.14816;0.962365778;0;3.404692684
26.32;34.83;18.37;75.5;98.7;29.94;20.55456;0.856459496;0;3.954955267
25.76;35.09;17.63;67.35;96.3;30.44;20.37312;0.546108044;0;3.594147157
26.64;34.85;18.37;62.16;91.5;34.69;19.23264;0.570972997;0;3.513307862
28.66;36.3;21.7;66.09;92.4;28.02;19.5696;0.745948593;0;3.910122923
28.05;35.47;20.83;68.89;95.5;37.78;19.71648;0.928291583;0;4.032974936
26.56;35.32;18.75;85.3;96.8;27.35;19.94976;0.594917026;0;3.618971842
26.16;35.35;17.43;81.2;98;32.94;19.15488;0.450331929;0;3.366008535
26.55;36.91;16.3;76.9;94.9;27.75;19.1376;0.379420766;0;3.271624976
26.29;35.68;18.15;64.32;91.5;29.25;18.95616;0.555317286;0;3.460087233
25.03;34.49;16.69;79.5;95.9;31.21;16.64928;0.536898802;0;3.102467804
24.73;35.53;14.9;79.5;97.4;27.4;20.0448;0.409811264;0;3.283469328
24.94;33.63;15.95;66.13;97.6;32.1;20.01024;0.870273359;0;3.722829023
26.17;33.3;18.96;55.15;90.5;26.11;20.14848;1.196280522;0;4.126748657
25.14;32.28;20.11;82.5;84.1;28.76;19.28448;1.954201129;0;4.683929194
24.18;29.68;19.32;81.1;86.4;45.04;14.54976;1.898945678;0;3.608890486
25.08;30.85;20.12;69.53;85.1;42.52;18.06624;2.135623195;0;4.286467849
23.7;26.45;21.87;83.6;83.7;60.62;7.95744;1.564650197;0;2.326004171
24.5;31.21;20.52;91.4;91.6;41.88;16.22592;1.372177042;0;3.593491391
24.74;32.22;19.48;93;96;43.09;17.47008;1.358363179;0;3.741163582
23.99;31.34;15.22;73.7;99.6;32.35;18.5328;1.286531092;0;3.747126142
24.6;31.69;18.25;79.3;93.6;33.13;17.72928;1.755281505;0;4.140083
23.93;29.15;19.39;91;91.4;52.99;9.18432;2.039847079;0;2.858746808
23.65;31.56;16.29;73.3;99.2;38.48;18.95616;0.954998384;0;3.515111676
24.14;31.24;17.38;76.9;95.5;39.23;16.96032;1.279163699;0;3.55905048
24.27;31.23;19.24;83.1;90;40.49;14.2128;2.065632956;0;3.875792659
23.71;30.8;18.59;96.6;97.4;43.17;12.84768;2.086814213;0.762;3.560301057
23.08;29.16;18.66;78;97.9;45.8;11.73312;1.418223251;0;2.871361453
23.35;30.12;17.43;70.9;90.8;42.63;13.7376;1.361125952;0;3.197449425
25.02;31.46;19.47;75.2;88.6;30.26;20.24352;1.706472523;0;4.414889106
25.01;31.62;18.51;79.3;89.3;33.97;19.3968;1.812378804;0;4.395343954
24.47;30.7;20.72;97.2;97.3;38.76;15.09408;1.97630331;1.016;3.851560276
23.8;29.44;19.82;69.43;97.3;40.08;11.26656;1.591356999;0;3.076749626
24.49;30.77;18.31;77.4;96.9;40.73;14.69664;1.557282804;0;3.500365288
24.66;31.25;17.77;73.8;96.7;37.03;14.904;1.74330949;0;3.757644179
24.29;31.64;18.8;82.2;92.5;39.97;15.44832;1.723970082;0;3.82458257
24.14;30.44;18.78;77.3;95.4;42.17;15.52608;1.064588363;0;3.238984648
25.41;32.78;20.06;79.8;89.9;37.07;20.2176;0.887770918;0;3.863198698
24.7;33.37;16.45;68.61;97.8;35.8;19.36224;0.853696723;0;3.682070648
25.56;31.81;18.69;68.71;92.8;33.56;20.58912;1.455981143;0;4.267375599
24.34;30.49;19.34;80;91;47;18.6624;1.490976262;0;3.847573772
24.82;32.71;19.26;79.6;90.1;35;18.16992;1.164048175;0;3.870102798
24.53;32.17;18.36;81;95.2;32.75;17.8848;0.742264896;0;3.408628946
24.28;33.54;14.66;68.57;98.6;29.07;20.14848;0.659381719;0;3.558716508
25.48;31.16;23.07;69.54;69.54;33.78;20.336832;0.515717546;0.254;3.530046185
24.6;32.26;15.27;72.8;98.4;27.82;19.38816;0.969733171;0;3.74154827
24;33.54;14.8;82.6;98.7;31.27;20.06208;0.538740651;0;3.445920531
23.97;34.49;16.78;72.2;98.7;20.37;20.8656;0.455857474;0;3.473958485
25.7;36.13;14.93;59.88;94.4;18.63;20.6928;0.821464377;0;4.001089131
25.16;32.14;15.34;54.03;98.2;32.27;20.6064;1.387832753;0;4.221738354
24.05;32.1;13.73;71.1;97.4;31.7;19.01664;1.017621229;0;3.722757656
25.22;31.9;19.71;69.44;69.69;32.38;8.49312;0.59583795;0.254;2.355457339
24.31;32.42;14.49;68.92;93.7;25.22;21.19392;1.219303626;0;4.228282514
24.36;31.43;16.96;64.52;92.2;29.89;19.90656;1.570175743;0;4.34036703
24.84;31.63;18.76;66.31;87.8;32.28;17.78112;1.628193966;0;4.223798226
24.12;30.67;16.77;70.1;93.9;31.53;18.7056;1.823429895;0;4.323265938
24.58;31;19.5;66.57;82.1;27.85;18.55008;1.576622212;0;4.319927217
24.06;31.54;14.82;68.34;97.7;29.46;20.13984;1.152997085;0;3.983928098
24.95;32.19;18.75;90.2;93.8;34.19;20.83968;1.816062501;0.254;4.690791919
24.3;30.48;19.28;62.22;92.8;32.58;18.93024;1.750676884;0;4.318089076
24.07;30.94;18.37;82.1;86.1;35.3;17.98848;1.962489447;0;4.425503932
23.94;31.66;18.78;81.2;96.3;34.53;19.58688;2.247055022;1.016;4.81481353
22.75;29.59;18.57;90.7;93.5;44.46;15.39648;1.572938515;0;3.576934665
23.15;30.24;15.81;74.6;99.3;38.96;15.3792;1.189834052;0;3.392221266
24.02;30.96;15.47;51.03;96.8;39.15;18.82656;1.595040696;0;4.113056728
23.84;31.23;14.58;72.7;93.2;29.26;22.86144;1.674240176;0;4.77071513
24.02;30.88;17.34;68.92;94.2;34.79;19.1376;1.455060219;0;4.158073476
24.45;32.13;17.32;60.47;91.5;27.67;22.65408;1.419144176;0;4.714336044
23.65;31.96;14.91;57.92;97.2;27.59;22.83552;0.894217388;0;4.172252169
23.64;33.5;14.94;80.7;98.4;25.45;22.79232;0.701744232;0;4.090622335
25.03;32.92;16.27;58.87;82.8;30.89;22.57632;1.104188103;0;4.48504936
24.6;33.62;16.93;57.88;92.5;21.97;22.75776;0.801204045;0;4.266654947
25.36;34.1;16.37;58.18;98.3;27.66;21.80736;0.769892622;0;4.167659167
26.1;33.79;19.42;57.34;84.7;27.67;22.31712;1.453218371;0;4.9925971
24.98;32.48;15.49;60.74;90.6;31.1;22.92192;1.418223251;0;4.76532043
25.14;32.49;18.48;57.68;87.9;31.38;22.74048;1.204568839;0;4.641857531
25.41;34.36;15.62;56.51;87;21.61;22.99104;0.6814839;0;4.197556455
25.93;34.57;17.7;76.4;95;33.14;22.2048;0.693455914;0;4.255789067
26.65;34.68;15.85;56.24;96.7;29.29;22.01472;1.045248955;0;4.558354368
27.08;34.59;18.68;54.91;90.2;26.56;22.48128;1.246931352;0;4.904640299
26.2;32.92;18.33;60.35;88.3;32.12;20.65824;1.952359281;0;5.104527214
25.66;32.99;21.14;68.36;77.5;34.08;15.79392;1.012095684;0;3.806570351
24.29;33.75;17.01;64.16;88.1;29.27;18.89568;0.831594543;0;3.9670497
26.8;37.8;13.79;45.98;98.4;17.78;23.40576;0.959603005;0;4.92456331
26.9;33.32;20.12;58.67;73.9;30.01;23.78592;2.195483267;0;5.917654046
25.3;31.25;18.31;64.84;88;39.69;14.24736;1.840927454;0;4.003136296
23.71;29.45;20.19;92.8;93;52.23;13.9968;1.951438357;0;3.567923525
23.88;30.01;19.35;76.7;97;43.95;18.15264;1.59596162;0;4.05932085
24.99;31.68;18.99;89.3;98.4;40.64;14.7312;1.681607569;0;3.882942991
25.4;32.18;19.9;63.66;91.4;26.86;22.95648;1.65305892;0;5.186570525
25.24;31.79;19.34;68.07;87;35.2;22.2912;1.350074861;0;4.753654672
26.42;33.29;18.89;63.5;85.5;31.56;23.27616;1.44861375;0;5.130528584
26.16;31.29;21.65;70.6;90.2;44.55;15.49152;1.655821692;0;4.015258371
25.92;32.5;18.78;60.07;89.1;32.71;21.98016;1.612538255;0;5.069059812
26.4;33.3;20;62.62;81.5;27.73;23.69088;2.149437058;0;5.974172096
26.02;33.38;19.92;85.8;87.5;25.48;22.8096;2.33914744;0;6.039588726
25.14;32.78;18.91;70;95.4;32.91;22.68;1.543468941;0;5.109037142
25.57;32.27;21;72.4;89.7;36.22;17.74656;1.914601389;0;4.742081233
26.13;33.05;21.04;70;79.4;30;23.8464;1.829876364;0;5.719767487
26.3;33.64;19.47;66.37;82.8;31.39;23.77728;1.649375223;0;5.545491743
26.67;34.5;19.72;61.39;82.4;30.33;24.54624;1.341786544;0;5.477468942
26.24;33.26;18.53;74.1;77.4;25.2;25.81632;2.057344639;0;6.223545223
26.29;32.74;20.01;71.1;93.6;29.08;23.39712;2.062870184;0;5.711223103
26.12;33.13;20.38;67.66;91.2;31.07;19.3536;1.816983425;0;5.066655037
26.62;33.62;20.46;61.63;80.4;32.58;21.09024;1.765411671;0;5.361943021
26.5;33.58;20.22;53.58;76.1;25.79;24.57216;1.915522313;0;6.054503799
26.92;34.13;19.14;72.2;87.3;30.27;25.53984;1.513078443;0;5.721833122
26.97;35.75;18.37;53.63;92.8;26.22;25.3152;0.944868218;0;5.298439601
28.4;36.39;20.73;56.73;84.8;25.91;25.13376;1.083006846;0;5.565142934
27.52;34.47;23.74;63.17;74.7;32.12;17.08128;1.495580883;0;4.816560114
26.44;32.82;21.27;59.74;78.7;31.75;23.56128;1.569254818;0;5.496625626
25.7;34.33;18.41;51.81;84.5;23.9;25.47936;0.920924189;0;5.200259179
26.68;36.41;17.66;46.08;79.5;19.55;25.80768;0.769892622;0;5.18702082
28.71;37.74;19.56;49.56;92.3;23.32;25.1424;0.658460795;0;5.167991153
27.77;33.82;20.98;60.13;80.7;34.12;15.8544;1.52781323;0;4.523098228
27.57;34.08;23.37;69.07;73.4;29.58;20.64096;1.544389865;0;5.36148815
27.2;34.29;22.82;55.26;79.8;34.65;19.23264;1.076560377;0;4.643196941
28.1;36.28;20.04;58.99;78.1;27.54;25.78176;0.897901084;0;5.461140229
28.51;35.91;22.22;51.19;75.2;30.78;24.55488;0.98262611;0;5.437314484
28.36;36.09;22.21;67.55;77.7;31.88;21.39264;1.066430211;0;5.095699383
28.34;35.01;22.61;70.4;72.5;32.3;20.49408;1.677002948;0;5.525637519
26.96;33.16;21.78;68.35;92.2;39.83;15.10272;1.379544435;0;4.077336584
27.91;36.38;19.88;56.62;76.2;23.64;25.15968;1.036960637;0;5.463845024
29.22;35.36;23.53;61.37;78.5;27.46;22.27392;1.577543136;0;5.672341507
28.24;35.23;21.15;61.02;79.9;27.4;25.98912;2.329938199;0;6.764698635
27.94;35.31;19.23;58.02;88.3;26.4;23.9328;1.64661245;0;5.816807475
26.69;35.04;20.46;50.65;84.6;28.05;24.03648;0.981705186;0;5.169417006
27.83;37.44;19.42;54.94;76.9;25.93;25.73856;0.623465676;0;5.115485181
29.92;36.72;24.49;67.89;69.89;34.27;22.3344;1.086690543;0;5.323307577
25.99;32.35;22.63;90.9;96;48.74;12.07872;0.540582499;1.778;2.86569147
27.3;37.58;22.1;96;96;32.56;16.07904;0.620702903;12.45;3.865431302
28.6;37.01;21.42;62.61;97.9;20.57;26.21376;1.093137013;0;5.803691593
28.51;35.09;22.06;57.24;77.5;23.69;26.28288;2.120888408;0;6.729202541
27.5;34.64;20.54;58.15;82.4;29.43;23.8896;2.279287368;0;6.335379281
26.15;32.96;19.63;63.61;86.2;36.32;17.064;1.683449418;0;4.616921306
27.81;35.29;19.76;66.35;85.9;26.42;24.72768;1.737783945;0;6.054047937
28.13;34.66;23.47;59.92;75.7;25.85;23.30208;1.840927454;0;6.06817051
27.26;34.18;20.94;58.6;79.1;27.75;24.16608;1.591356999;0;5.773890573
28.37;35.61;21.76;62.82;75.7;24.93;26.84448;1.914601389;0;6.663355665
28.06;35.78;22.95;67.99;72.7;24.29;25.92;1.580305909;0;6.279866541
28.45;36.6;23.41;55.8;71.7;19.24;27.216;1.224829172;0;6.152209214
29;36.53;21.59;56.22;82.2;27.68;26.87904;1.258903367;0;6.055511371
27.72;35.61;21.94;74.4;76.4;32.84;23.8032;1.122606587;0;5.415086537
28.37;35.41;21.55;63.23;80.1;33.86;23.66496;0.803966817;0;5.046102031
29.27;36.27;23.2;61.95;78.8;28.3;22.19616;1.338102847;0;5.537201391
28.21;34.73;23.83;56.15;72.7;28.59;20.64096;1.89710383;0;5.796914864
27.45;34.29;20.1;56.87;81.8;34.28;22.51584;1.374939814;0;5.280892215
28.1;36.23;20.32;59.2;78.1;23.97;24.96096;1.329814529;0;5.854106342
28.38;36.43;21.3;58.53;81.9;21.94;27.40608;1.29481941;0;6.17671215
27.62;35.56;19.87;78.7;78.7;27.86;27.37152;1.199043294;0;5.921614008
28.45;37.37;19.2;44.49;86.4;22.16;27.28512;0.752395063;0;5.53033514
29.59;38.94;19.24;57.14;86.8;17.2;27.26784;1.03327694;0;6.020224137
28.89;35.24;23.97;61.83;68.7;27.94;20.96928;2.049056321;0;6.106089612
28.25;35.35;20.98;59.37;78.5;27.64;25.78176;1.507552898;0;6.01636835
28.9;35.53;23.03;57.53;69.7;25.72;26.83584;2.145753361;0;6.938218611
28.42;35.11;21.42;61.07;76.2;25.99;27.09504;2.239687628;0;6.901400158
27.98;34.96;20.71;61.67;80.4;29.42;19.75104;1.636482284;0;5.30097372
28.66;35.36;22.87;49.19;72;25.34;25.92;1.7893557;0;6.434197087
27.98;34.38;20.6;61.8;82.9;29.63;22.83552;1.883289967;0;5.831254026
28.2;35.27;22.71;62.21;72.3;25.89;25.46208;1.975382386;0;6.541795456
28.23;35;23.07;56.25;73.5;30.27;22.49856;1.629114891;0;5.737684968
28.56;36.37;22.63;58.67;73.4;27.24;26.57664;1.21561993;0;5.990603457
28.49;36.16;22.71;58.2;74.7;31.32;20.67552;1.234038413;0;5.173896026
28.58;35.82;23.44;58.53;76.2;34.19;20.9952;1.091295164;0;5.037989043
29.52;35.8;23.35;57.41;80.7;34.08;24.28704;1.074718529;0;5.480494643
29.62;35.48;25.6;69.12;70.6;32.44;22.36032;1.303107728;0;5.516952126
29.21;35.57;24.97;58.71;76.4;35.48;22.78368;1.109713648;0;5.339825532
29.2;36.44;24.29;62.62;72.2;31.9;23.2848;0.728451034;0;5.067172859
29.96;36.25;25.35;67.03;71.8;31.69;21.21984;0.92552881;0;5.009886096
28.38;36.58;23.91;89;89;30.36;19.80288;0.845408406;0;4.675736419
28.43;36.01;23.36;76.7;91.3;36.98;21.89376;0.570972997;0;4.678922166
29.62;37.38;23.87;72.2;81.1;28.64;25.49664;0.661223568;0;5.370219678
29.48;37.13;23.1;71.1;88.1;31.8;19.49184;0.85738042;0;4.654646838
27.44;35.25;24.13;83.1;84;38.92;15.19776;1.057220969;0;4.058344179
26.99;32.71;22.93;73;88.3;41.25;16.45056;1.118001966;0;4.053233132
27.4;35.61;21.91;60.84;83.2;32.06;21.48768;0.883166297;0;4.834259858
